happiness_id,country_id,year_id,Happiness_Score,Life_Satisfaction,Social_Support,Healthy_Life_Expectancy,Freedom,Generosity,Corruption_Perception,Public_Trust,Mental_Health_Index,Work_Life_Balance,Climate_Index
1390,8,2018,7.72,7.41,0.65,69.34,0.23,0.22,0.54,0.8,84.71,8.41,95.48
1391,6,2020,5.45,7.17,0.44,70.25,0.97,0.31,0.96,0.61,66.36,5.19,73.6
1392,7,2011,4.71,5.01,0.25,64.93,0.66,-0.16,0.63,0.53,60.32,7.36,62.78
1393,16,2013,7.62,6.75,0.33,52.53,0.45,0.19,0.05,0.63,48.86,7.96,75.66
1394,4,2008,3.12,8.06,0.34,81.27,0.16,0.33,0.99,0.88,45.62,7.87,42.5
1395,1,2015,5.91,5.87,0.96,71.4,0.53,0.15,0.16,0.55,65.42,3.38,92.5
1396,16,2006,5.74,5.23,0.8,54.05,0.16,0.22,0.72,0.16,90.59,4.29,75.94
1397,1,2016,4.1,7.51,0.46,67.88,0.43,0.43,0.53,0.44,71.91,8.63,62.99
1398,20,2016,5.14,4.35,0.2,67.4,0.41,-0.06,0.29,0.92,67.07,7.44,62.02
1399,16,2008,6.26,8.16,0.81,52.11,0.72,-0.13,0.18,0.81,59.14,8.01,87.57
1400,7,2022,6.64,8.72,0.16,71.24,0.19,0.28,0.18,0.2,49.42,6.08,51.55
1401,3,2011,3.0,8.82,0.21,78.29,0.82,0.38,0.86,0.71,99.41,5.36,39.6
1402,8,2005,7.68,6.16,0.37,76.22,0.33,0.4,0.87,0.26,41.54,6.91,43.0
1403,6,2017,3.82,7.12,0.88,57.1,0.44,0.25,0.47,0.35,58.71,5.84,35.68
1404,6,2010,4.17,8.29,0.13,80.18,0.77,0.38,0.1,0.47,86.16,5.24,65.55
1405,8,2010,4.32,5.12,0.12,61.99,0.63,0.29,0.88,0.44,71.23,5.09,77.41
1406,5,2016,3.19,4.14,0.49,83.13,0.31,-0.14,0.49,0.03,58.83,3.95,95.38
1407,20,2012,3.62,5.92,0.28,52.51,0.39,0.33,0.44,0.77,99.56,6.18,82.56
1408,1,2023,7.93,8.42,0.57,67.02,0.31,-0.07,0.41,0.85,77.15,6.12,70.82
1409,7,2009,4.58,6.53,0.45,70.9,0.59,-0.03,0.37,0.53,57.71,6.54,90.48
1410,19,2022,3.58,6.65,0.43,58.67,0.33,0.08,0.53,0.17,90.88,3.7,92.45
1411,16,2009,3.53,7.46,0.11,77.0,0.73,0.02,0.6,0.25,49.01,8.49,79.87
1412,20,2014,6.6,6.87,0.14,71.94,0.58,0.03,0.47,0.13,67.81,7.45,33.94
1413,16,2005,7.27,4.27,0.82,50.63,0.15,-0.08,0.9,0.17,90.38,3.79,50.42
1414,7,2014,4.28,6.8,0.89,71.29,0.31,0.01,0.32,0.88,99.02,3.48,53.53
1415,4,2009,3.1,7.24,0.23,67.2,0.22,-0.19,0.58,0.48,62.98,6.86,99.82
1416,4,2016,4.12,7.21,0.11,56.86,0.39,0.13,0.3,0.11,48.29,5.05,62.49
1417,20,2011,3.28,7.64,0.05,84.85,0.52,0.34,0.75,0.25,74.02,4.91,83.33
1418,3,2013,3.52,6.6,0.61,81.4,0.51,0.4,0.1,0.95,96.64,8.04,86.97
1419,7,2016,5.16,8.5,0.72,60.24,0.75,0.37,0.19,0.51,79.94,5.07,75.73
1420,7,2005,4.15,6.32,0.37,68.94,0.19,0.09,0.8,0.52,76.13,6.79,31.28
1421,8,2015,5.58,6.59,0.68,61.08,0.95,0.31,0.18,0.53,58.56,6.22,31.35
1422,3,2019,4.27,7.9,0.71,77.14,0.34,0.0,0.63,0.11,76.38,4.58,87.31
1423,1,2006,7.7,8.17,0.94,82.56,0.3,-0.16,0.97,0.97,93.08,4.99,81.75
1424,1,2024,7.53,7.24,0.06,62.56,0.69,0.27,0.52,0.08,62.53,8.66,67.53
1425,19,2011,5.83,4.63,0.19,78.2,0.81,0.25,0.19,0.7,54.52,4.99,47.42
1426,6,2016,4.77,5.66,0.07,67.44,0.38,0.36,0.32,0.06,68.86,7.7,36.07
1427,4,2022,4.91,4.1,0.87,63.88,0.75,0.23,0.82,0.44,62.57,8.17,41.5
1428,1,2007,5.06,5.48,0.79,82.84,0.88,-0.09,0.35,0.9,68.2,3.43,70.62
1429,3,2011,6.64,6.85,0.57,67.86,0.77,0.4,0.72,0.77,45.74,6.98,68.21
1430,7,2015,5.26,8.03,0.08,66.36,0.03,0.24,0.78,0.33,60.17,7.5,95.89
1431,1,2022,7.28,6.93,0.27,73.54,0.83,0.37,0.5,0.55,89.59,5.6,97.01
1432,7,2016,7.72,4.2,0.3,59.14,0.77,0.34,0.78,0.17,64.02,6.42,70.32
1433,1,2010,4.68,5.3,0.56,61.37,0.67,0.01,0.32,0.96,98.07,3.97,88.9
1434,4,2009,5.8,6.89,0.26,82.62,0.76,-0.15,0.52,0.71,82.53,4.91,86.86
1435,16,2005,3.48,7.55,0.07,73.75,0.98,-0.08,0.69,0.37,61.96,7.25,82.67
1436,1,2016,4.0,8.33,0.73,78.93,0.43,-0.13,0.17,0.32,55.1,6.62,60.61
1437,3,2015,5.07,8.84,0.3,59.49,0.07,-0.03,0.27,0.24,81.12,3.82,57.26
1438,1,2008,4.03,8.46,0.45,69.03,0.46,0.12,0.65,0.79,58.15,8.93,48.49
1439,6,2022,7.38,6.34,0.13,84.0,0.05,0.43,0.66,0.43,95.61,8.63,95.6
1440,4,2008,3.79,7.73,0.8,61.15,0.29,0.41,0.49,0.33,46.98,4.34,88.41
1441,3,2021,5.28,5.2,0.57,55.62,0.59,0.3,0.8,0.91,41.72,8.25,42.4
1442,8,2006,6.03,4.32,0.9,67.88,0.31,-0.18,0.48,0.15,53.26,4.6,47.67
1443,3,2006,6.46,4.28,0.5,63.57,0.69,0.04,0.88,0.26,76.4,6.38,70.69
1444,6,2016,4.92,5.21,0.94,55.59,0.82,0.28,0.74,0.34,90.1,7.69,58.95
1445,16,2010,7.35,4.19,0.89,81.1,0.42,-0.11,0.31,0.26,50.21,5.06,44.97
1446,4,2014,5.84,8.25,0.58,84.68,0.9,0.36,0.4,0.59,75.08,6.33,85.38
1447,8,2020,5.2,6.45,0.93,69.9,0.08,0.44,0.67,0.6,48.65,5.7,30.11
1448,6,2018,3.34,8.05,0.32,77.11,0.84,0.05,0.89,0.05,73.79,7.56,54.03
1449,6,2011,5.32,8.7,0.37,80.07,0.83,0.29,0.18,0.14,41.09,5.87,95.05
1450,20,2023,7.1,8.97,0.05,74.53,0.32,-0.1,0.51,0.2,73.47,6.4,83.25
1451,4,2021,6.07,8.69,0.59,51.55,0.3,0.28,0.12,0.07,71.31,8.07,58.09
1452,3,2013,7.16,7.58,0.72,55.52,0.31,-0.18,0.28,0.12,42.57,7.19,95.01
1453,7,2017,5.47,6.21,0.77,52.48,0.81,-0.09,0.69,0.24,81.37,6.17,93.06
1454,16,2009,3.59,6.99,0.15,50.35,0.83,0.3,0.08,0.35,74.34,5.77,33.68
1455,7,2009,3.07,8.08,0.44,60.71,0.33,0.3,0.66,0.79,77.39,3.76,38.96
1456,3,2014,4.52,8.49,0.18,63.73,0.59,0.25,0.9,0.22,71.79,3.34,57.11
1457,3,2014,6.49,8.78,0.66,58.44,0.14,0.13,0.97,0.67,83.32,8.72,95.06
1458,4,2011,6.95,7.65,0.16,52.26,0.47,0.27,0.22,0.06,71.5,4.12,89.09
1459,3,2019,4.48,6.7,0.9,68.55,1.0,0.34,0.75,0.66,95.34,4.66,33.34
1460,20,2011,5.48,8.84,0.23,59.57,0.16,0.48,0.93,0.79,96.61,6.67,65.86
1461,8,2019,5.11,8.79,0.29,77.86,0.95,0.42,0.09,0.6,83.6,7.97,80.42
1462,3,2007,5.05,6.39,0.85,50.28,0.82,0.36,0.41,0.2,94.71,8.0,49.31
1463,7,2023,4.16,7.24,0.46,79.49,0.97,0.29,0.92,0.33,95.39,7.98,80.58
1464,3,2014,3.68,8.05,0.02,83.42,0.18,0.2,0.2,0.81,55.72,8.87,55.88
1465,20,2019,3.98,6.17,0.49,75.06,0.21,-0.12,0.93,0.43,99.64,3.33,49.18
1466,1,2007,3.28,8.15,0.08,75.68,0.02,-0.08,0.53,0.26,56.05,5.4,57.48
1467,1,2010,3.99,4.56,0.99,82.67,0.72,0.37,0.1,0.93,41.11,8.48,96.56
1468,6,2016,3.05,6.41,0.59,57.32,0.64,0.36,0.45,0.64,97.73,5.8,93.37
1469,16,2019,6.14,6.41,0.26,84.81,0.18,0.23,0.33,0.81,53.42,8.23,93.98
1470,19,2010,4.58,7.42,0.56,77.07,0.79,0.11,0.28,0.02,75.05,3.11,94.22
1471,8,2017,7.87,4.58,0.08,75.43,0.3,-0.18,0.54,0.34,98.24,6.03,42.48
1472,5,2023,3.97,4.52,0.8,62.64,0.13,0.03,0.48,0.46,42.97,8.53,92.72
1473,6,2007,4.73,8.5,0.93,69.1,0.42,0.09,0.48,0.59,56.16,4.57,44.86
1474,16,2012,4.79,5.52,0.87,72.89,0.09,0.14,0.09,0.19,76.53,8.58,88.67
1475,1,2012,3.04,5.63,0.34,71.71,0.26,0.45,0.8,0.5,85.75,3.05,67.93
1476,7,2024,7.2,7.88,0.33,74.67,0.37,-0.12,0.48,0.69,88.44,3.47,46.8
1477,5,2019,3.16,6.07,0.04,52.88,0.85,0.16,0.82,0.35,93.03,5.86,57.9
1478,16,2008,7.7,8.16,0.65,62.45,0.79,0.06,0.82,0.69,50.11,3.64,60.34
1479,16,2023,7.46,6.01,0.53,65.19,0.44,0.49,0.32,0.39,62.2,4.35,81.32
1480,6,2007,5.68,7.8,0.46,59.12,0.72,0.4,0.0,0.47,82.86,4.79,72.42
1481,5,2017,5.72,6.63,0.91,56.04,0.57,0.11,0.91,0.13,82.92,5.89,87.17
1482,4,2012,6.27,8.68,0.17,54.86,0.34,0.5,0.76,0.65,58.48,5.34,57.78
1483,19,2020,4.94,5.64,0.01,62.82,0.73,0.16,0.11,0.22,58.25,8.53,82.05
1484,4,2017,6.24,5.81,0.07,67.27,0.68,-0.08,0.7,0.83,59.24,8.32,85.5
1485,5,2007,3.22,8.85,0.22,52.2,0.62,0.19,0.02,0.55,93.52,7.49,34.42
1486,4,2020,3.27,7.69,0.03,83.13,0.62,-0.04,0.03,0.56,94.57,6.96,56.29
1487,20,2013,5.29,7.86,0.5,76.78,0.68,0.25,0.53,0.91,40.89,4.23,92.02
1488,1,2018,5.75,5.48,0.31,75.58,0.38,0.46,0.1,0.17,59.5,6.61,79.35
1489,20,2017,7.44,6.66,0.18,56.05,0.87,0.35,0.96,0.53,63.52,3.88,59.29
1490,3,2011,3.52,5.57,0.75,71.13,0.16,-0.01,0.89,0.38,98.94,5.72,42.81
1491,4,2019,7.11,5.3,0.2,68.54,0.88,0.01,0.65,0.97,96.65,5.77,36.76
1492,3,2011,4.05,6.68,0.69,84.39,0.34,-0.15,0.06,0.79,77.7,7.14,46.05
1493,7,2010,4.97,8.94,0.35,76.17,0.13,0.0,0.32,0.76,42.75,8.01,47.13
1494,8,2006,4.58,5.07,0.51,70.15,0.6,-0.14,0.37,0.2,51.47,4.92,55.95
1495,7,2013,5.0,5.21,0.93,79.78,0.38,0.15,0.48,0.24,66.05,3.25,42.38
1496,5,2021,3.75,5.22,0.04,55.43,0.82,0.3,0.17,0.03,97.54,3.28,40.22
1497,16,2009,5.52,7.96,0.5,50.53,0.43,0.33,0.58,0.64,45.68,8.25,89.08
1498,1,2016,7.01,6.55,0.85,74.16,0.67,-0.16,0.44,0.37,87.48,5.92,47.47
1499,4,2005,5.21,5.92,0.59,53.44,0.31,0.04,0.95,0.31,51.47,4.49,69.31
1500,6,2014,5.45,8.22,0.28,54.04,0.21,0.0,0.94,0.64,70.47,3.19,43.95
1501,8,2015,7.24,5.49,0.4,76.06,0.39,-0.13,0.57,0.83,86.02,6.17,64.42
1502,19,2020,6.53,5.96,0.68,59.47,0.61,0.05,0.64,0.13,81.55,3.82,49.37
1503,19,2018,5.45,4.37,0.89,72.0,0.66,0.01,0.14,0.92,86.54,5.5,36.08
1504,19,2012,4.29,4.59,0.04,82.11,0.58,0.24,0.22,0.03,88.82,6.1,98.75
1505,4,2021,7.42,4.68,0.07,61.08,0.99,0.42,0.9,0.1,58.34,4.38,62.05
1506,19,2022,5.89,5.73,0.33,57.6,0.69,0.12,0.7,0.84,61.84,4.19,57.51
1507,20,2016,4.11,6.62,0.23,53.73,0.93,0.32,0.19,0.49,88.94,3.12,43.94
1508,8,2021,4.35,4.0,0.26,54.57,0.12,-0.1,0.57,0.94,42.32,6.51,64.68
1509,20,2018,7.02,4.95,0.22,52.18,0.06,0.43,0.93,0.46,70.87,4.2,74.47
1510,16,2020,3.22,4.88,0.2,53.07,0.31,-0.09,0.35,0.93,95.22,8.27,51.33
1511,8,2018,7.96,5.27,0.13,65.12,0.14,-0.07,0.19,0.24,93.1,6.62,63.63
1512,20,2013,3.65,4.83,0.93,61.23,0.53,-0.13,0.94,0.62,88.26,6.34,46.6
1513,8,2008,6.98,4.98,0.14,74.73,0.52,0.02,0.46,0.99,41.29,6.03,66.94
1514,16,2015,4.97,8.92,0.2,80.46,0.58,0.19,0.42,0.38,93.26,4.29,85.11
1515,3,2010,5.46,6.97,0.25,77.47,0.75,0.49,0.27,0.0,94.7,8.82,34.21
1516,4,2019,7.4,7.81,0.93,68.57,0.97,0.36,0.89,0.06,79.82,8.8,66.25
1517,4,2009,5.06,8.1,0.76,53.59,0.88,0.07,0.85,0.86,57.93,4.93,57.96
1518,19,2015,5.69,7.34,0.79,74.84,0.12,0.2,0.4,0.49,69.4,7.66,35.18
1519,7,2022,3.25,7.52,0.1,62.7,0.34,0.24,0.03,0.54,85.76,3.72,95.84
1520,19,2017,3.01,7.16,0.84,53.0,0.26,0.38,0.45,0.8,88.78,7.68,48.19
1521,5,2015,4.22,7.25,0.41,79.49,0.18,0.32,0.18,0.81,60.6,4.72,69.52
1522,20,2018,6.4,8.64,0.26,61.84,0.54,0.2,0.14,0.48,59.56,4.73,56.08
1523,8,2022,3.61,4.93,0.58,57.64,0.55,0.27,0.39,0.86,84.17,6.04,48.98
1524,7,2023,3.57,5.37,0.82,80.5,0.23,0.32,0.1,0.47,81.18,5.35,66.9
1525,16,2019,5.05,4.47,0.78,81.57,0.71,-0.11,0.96,0.68,70.79,3.71,78.23
1526,5,2013,6.24,8.19,0.89,61.86,0.73,-0.06,0.05,0.03,65.22,6.56,84.99
1527,16,2012,6.56,6.24,0.93,62.42,0.02,0.28,0.4,0.14,79.43,4.28,74.37
1528,4,2024,3.89,8.54,0.24,70.29,0.4,0.4,0.16,0.85,41.95,5.67,66.84
1529,4,2005,3.4,6.06,0.42,75.67,0.89,0.09,0.69,0.31,44.54,4.39,84.41
1530,19,2008,7.7,6.21,0.01,52.21,0.52,0.49,0.08,0.33,74.39,8.15,66.22
1531,20,2018,4.3,6.24,0.88,70.77,0.35,-0.05,0.55,0.66,52.62,5.03,98.2
1532,7,2006,7.27,7.06,0.15,83.35,0.25,0.09,0.77,0.59,86.49,8.32,66.87
1533,1,2020,7.32,7.83,0.86,59.17,0.24,0.06,0.95,0.08,86.34,4.96,52.21
1534,5,2007,6.86,5.76,0.33,81.81,0.1,0.45,0.7,0.77,82.6,4.08,61.25
1535,5,2012,3.84,7.15,0.37,83.26,0.82,-0.0,0.1,0.62,94.22,6.46,64.3
1536,19,2010,7.11,5.02,0.04,59.42,0.09,0.13,0.09,0.86,48.45,6.33,49.84
1537,4,2020,6.85,6.77,0.33,76.4,0.29,-0.07,0.73,0.54,55.55,6.71,41.11
1538,19,2020,5.98,6.73,0.89,58.36,0.05,0.16,0.22,0.41,55.14,4.81,60.2
1539,8,2011,4.69,8.44,0.03,75.82,0.78,0.4,0.45,0.37,86.94,4.92,92.79
1540,7,2017,4.31,8.48,0.41,77.91,0.04,0.01,0.98,0.0,71.28,4.42,47.89
1541,20,2017,3.61,6.44,0.03,58.65,0.31,0.37,0.82,0.04,55.16,8.57,55.33
1542,3,2009,5.55,4.12,0.37,75.06,0.57,0.44,0.85,0.13,48.19,7.1,83.04
1543,6,2024,5.93,8.22,0.17,78.42,0.41,-0.15,0.86,0.93,93.58,7.54,35.76
1544,6,2022,4.8,4.0,0.25,62.55,0.28,0.33,0.62,0.88,81.53,4.16,87.75
1545,19,2019,5.38,6.39,0.88,55.87,0.28,-0.02,0.74,0.5,71.71,6.97,80.42
1546,8,2022,4.82,4.1,0.44,53.22,0.8,-0.08,0.36,0.18,97.93,7.58,68.48
1547,7,2006,6.21,5.76,0.27,70.14,0.97,0.22,1.0,0.15,90.98,5.05,44.66
1548,1,2014,7.51,7.18,0.59,84.23,0.35,0.29,0.28,0.26,50.69,3.95,36.49
1549,6,2017,3.82,5.86,0.14,78.8,0.04,0.08,0.59,0.91,70.49,7.18,46.22
1550,7,2022,4.91,8.63,0.26,65.25,0.04,-0.17,0.28,0.52,69.16,6.67,83.3
1551,20,2019,3.7,7.2,0.55,68.78,0.76,0.44,0.11,0.8,90.66,6.45,95.34
1552,16,2016,6.12,7.23,0.24,59.78,0.55,0.31,0.57,0.51,48.95,4.1,81.65
1553,8,2019,6.64,5.87,0.68,55.71,0.78,-0.01,0.35,0.61,67.11,4.57,66.93
1554,4,2017,7.66,4.19,0.49,66.87,0.7,0.15,0.58,0.61,78.19,6.75,96.55
1555,7,2022,4.39,7.69,0.77,66.22,0.91,-0.18,0.56,0.03,96.72,6.68,88.0
1556,20,2019,7.75,7.58,0.95,68.27,0.89,0.04,0.54,0.45,93.96,6.33,75.91
1557,1,2015,3.32,6.65,0.12,83.35,0.79,0.17,0.12,0.86,72.03,7.61,32.65
1558,3,2023,6.02,6.08,0.33,71.14,0.48,0.16,0.44,0.49,76.4,7.89,50.14
1559,4,2007,3.29,6.69,0.32,71.2,0.31,-0.05,0.81,0.44,91.14,4.66,51.57
1560,3,2011,7.47,7.73,0.15,54.48,0.51,0.34,0.32,0.53,84.66,3.95,54.31
1561,1,2018,5.65,7.56,0.81,84.88,0.5,0.01,0.44,0.38,92.76,4.21,57.26
1562,20,2018,6.35,7.29,0.76,77.05,0.61,0.21,0.49,0.52,93.76,4.69,95.76
1563,6,2017,7.16,8.52,0.48,80.7,0.19,-0.01,0.86,0.14,89.96,8.69,81.93
1564,3,2016,3.75,7.05,0.54,64.5,0.66,0.1,0.66,0.97,40.56,3.82,78.44
1565,4,2013,3.19,4.07,0.06,67.57,0.46,-0.05,0.1,0.03,58.66,8.27,59.86
1566,19,2005,7.39,7.09,0.56,68.27,0.62,0.24,0.87,0.48,64.21,4.22,53.63
1567,5,2023,4.57,7.06,0.79,56.79,0.24,0.1,0.83,0.21,80.67,5.09,38.37
1568,7,2015,3.64,4.35,0.57,74.13,0.43,-0.19,0.75,0.06,58.41,3.76,61.74
1569,6,2023,5.34,6.14,0.27,81.6,0.21,-0.18,0.47,0.65,59.41,3.62,44.37
1570,3,2022,5.99,7.26,0.67,55.73,0.88,0.13,0.76,0.99,64.01,3.57,57.37
1571,16,2016,3.15,7.52,0.36,53.02,0.49,-0.07,0.48,0.75,97.32,5.06,40.95
1572,7,2005,4.37,8.47,0.54,75.84,0.22,0.21,0.74,0.25,66.23,6.14,54.08
1573,19,2023,3.16,8.21,0.49,59.56,0.04,0.09,0.88,0.49,48.44,4.2,33.01
1574,1,2024,5.1,4.58,0.38,71.84,0.68,0.26,0.89,0.05,40.38,8.6,30.42
1575,5,2021,7.48,7.04,0.72,74.35,0.21,0.47,0.45,0.53,54.2,6.52,90.89
1576,20,2009,7.91,6.98,0.88,61.27,0.99,0.17,0.86,0.1,96.33,8.31,74.89
1577,19,2007,6.19,5.52,0.01,78.53,0.53,0.35,0.1,0.79,97.3,3.89,71.14
1578,19,2006,3.81,4.92,0.93,69.25,0.29,0.33,0.1,0.06,71.74,3.86,65.97
1579,1,2007,7.53,5.0,0.51,80.41,0.66,0.45,0.55,0.01,78.78,8.08,80.87
1580,8,2012,5.58,4.89,0.7,76.72,0.28,-0.05,0.65,0.86,87.76,6.41,81.53
1581,1,2020,3.77,8.03,0.86,80.4,0.82,0.38,0.15,0.94,43.35,8.63,95.47
1582,8,2010,7.61,4.74,0.47,50.71,0.31,0.43,0.47,0.09,62.46,3.88,47.11
1583,8,2017,6.79,5.32,0.83,58.52,0.99,0.07,0.09,0.28,78.53,3.16,84.96
1584,6,2020,6.66,5.09,0.18,53.15,0.61,0.02,0.6,0.74,93.9,8.5,99.38
1585,6,2020,6.55,7.56,0.16,65.47,0.84,0.47,0.86,0.54,83.61,7.19,32.03
1586,4,2007,4.0,4.79,0.66,81.15,0.07,0.24,0.74,0.95,61.0,7.84,56.18
1587,3,2017,4.06,4.12,0.87,66.36,0.35,0.07,0.38,0.39,94.6,4.78,60.52
1588,3,2018,6.44,5.87,0.89,79.74,0.74,0.35,0.99,0.0,79.88,3.02,87.53
1589,20,2012,4.1,5.53,0.64,61.45,0.66,0.01,0.66,0.02,89.81,5.9,30.96
1590,3,2016,5.19,5.99,0.53,61.88,0.19,-0.08,0.82,0.56,63.13,8.94,71.9
1591,6,2012,6.91,7.77,0.33,81.34,0.36,0.18,0.67,0.75,40.13,8.45,92.48
1592,4,2013,6.92,4.06,0.98,64.9,0.26,0.2,0.99,0.79,49.97,3.43,40.33
1593,4,2005,5.27,4.19,0.32,77.64,0.61,0.38,0.82,0.91,95.63,4.13,38.09
1594,8,2010,6.96,5.28,0.74,58.28,0.34,0.12,0.52,0.23,41.99,4.87,99.99
1595,1,2023,7.19,8.45,0.53,83.21,0.31,0.37,0.37,0.74,75.76,7.98,87.82
1596,20,2015,6.27,4.85,0.61,70.11,0.21,0.02,0.68,0.83,64.55,7.95,78.82
1597,8,2015,4.14,8.99,0.39,76.58,0.41,0.2,0.59,0.84,65.77,4.11,57.93
1598,1,2017,4.37,8.03,0.96,53.13,0.2,-0.05,0.63,0.41,64.05,6.2,89.78
1599,3,2015,4.57,6.28,0.57,67.24,0.96,0.07,0.34,0.63,44.05,6.01,94.59
1600,8,2022,3.58,7.74,0.94,81.54,0.15,0.4,0.43,0.55,47.34,5.49,81.27
1601,7,2019,4.37,6.59,0.01,80.7,0.91,-0.05,0.56,0.6,43.78,6.22,57.87
1602,3,2005,4.05,6.83,0.57,51.64,0.43,0.37,0.84,0.28,43.23,4.76,70.85
1603,1,2011,5.28,6.9,0.72,60.63,0.38,-0.0,0.76,0.68,45.14,6.19,36.9
1604,20,2017,7.54,7.24,0.75,65.52,0.23,-0.18,0.12,0.71,81.8,7.11,41.06
1605,1,2016,3.52,4.3,0.9,56.03,0.64,-0.12,0.25,0.2,46.85,3.38,84.81
1606,8,2022,6.6,7.08,0.0,75.55,0.69,0.32,0.03,0.44,55.69,8.8,32.05
1607,8,2023,6.44,7.58,0.0,56.46,0.47,-0.02,0.01,0.42,79.42,3.99,33.44
1608,19,2019,3.48,5.55,0.47,62.13,0.06,0.26,0.22,0.75,46.74,5.16,65.56
1609,20,2012,7.61,8.89,0.03,73.21,0.92,0.29,0.8,0.67,94.62,5.82,41.94
1610,16,2023,5.84,4.72,0.97,66.87,0.98,0.04,0.9,0.48,68.65,3.25,50.56
1611,3,2014,4.82,8.55,0.22,75.85,0.43,0.13,0.39,0.65,97.78,6.29,57.92
1612,4,2011,6.78,7.38,0.47,83.64,0.61,0.08,0.56,0.26,51.55,8.22,66.56
1613,20,2022,4.29,7.32,0.06,54.08,0.45,0.46,0.71,0.23,41.84,8.41,49.85
1614,4,2020,6.47,8.38,0.52,74.83,0.32,0.02,0.95,0.24,75.42,4.96,63.85
1615,20,2024,3.2,8.16,0.38,58.06,0.08,-0.07,0.91,0.03,59.72,6.35,55.95
1616,20,2010,7.2,5.73,0.04,64.51,0.46,0.06,0.06,0.69,74.34,7.66,35.67
1617,1,2013,5.24,7.53,0.34,51.15,0.82,0.27,0.25,0.99,68.42,4.52,90.7
1618,20,2017,6.18,4.25,0.39,54.76,0.02,0.29,0.05,0.31,67.43,6.17,49.7
1619,19,2012,4.11,6.32,0.99,61.19,0.58,0.45,0.62,0.93,91.07,5.2,72.66
1620,16,2020,6.39,8.69,0.21,61.97,0.88,0.42,0.71,0.61,51.51,5.27,69.89
1621,8,2017,6.86,5.37,0.54,81.49,0.22,0.0,0.31,0.22,69.98,3.56,43.94
1622,5,2017,5.37,4.25,0.99,75.96,0.18,0.12,0.85,0.01,64.96,5.44,32.1
1623,4,2021,6.09,6.91,0.79,84.03,0.77,0.32,0.45,0.72,80.43,3.97,89.99
1624,8,2024,5.28,5.78,0.99,70.97,0.26,0.44,1.0,0.7,43.01,4.81,64.84
1625,5,2009,7.47,5.9,0.97,58.46,0.19,0.04,0.0,0.23,71.77,4.98,59.01
1626,16,2021,5.49,6.91,0.49,61.47,0.38,0.11,0.11,0.33,68.71,5.58,83.4
1627,16,2013,7.21,7.11,0.7,61.19,0.39,0.43,0.3,0.9,98.41,8.5,32.32
1628,4,2006,7.01,6.19,0.11,61.43,0.87,0.05,0.03,0.16,85.35,6.79,83.57
1629,4,2022,5.05,6.54,0.44,73.55,0.62,0.14,0.78,0.84,49.3,8.85,58.62
1630,16,2013,4.15,8.97,0.81,68.58,0.41,0.43,0.05,0.17,70.55,6.54,68.61
1631,5,2010,5.03,8.79,0.51,63.49,0.53,0.36,0.75,0.48,87.02,7.83,82.67
1632,20,2015,7.13,7.54,0.7,55.22,0.95,-0.03,0.05,0.5,71.47,8.0,68.28
1633,3,2010,4.14,4.81,0.75,50.77,0.11,0.03,0.25,0.47,61.4,7.43,34.32
1634,7,2010,5.62,5.8,0.25,57.66,0.21,0.05,0.84,0.29,62.6,7.02,81.0
1635,8,2017,7.03,8.42,0.88,53.76,0.96,0.44,0.95,0.25,62.02,5.51,85.04
1636,1,2015,4.77,6.12,0.46,77.49,0.96,0.5,0.41,0.73,41.2,6.4,62.33
1637,8,2018,6.21,8.78,0.21,53.94,0.18,0.34,0.97,0.28,83.84,4.16,60.73
1638,1,2006,4.23,6.44,0.87,75.35,0.15,0.14,0.63,0.61,76.65,6.71,47.63
1639,5,2012,3.55,8.31,0.42,63.5,0.42,-0.19,0.42,0.85,56.12,6.09,75.09
1640,1,2007,6.97,4.18,0.75,52.57,0.05,0.29,0.8,0.84,77.8,7.83,91.74
1641,4,2007,3.49,6.17,0.55,78.45,0.65,0.07,0.3,0.17,58.52,8.42,75.92
1642,3,2005,4.36,7.5,0.38,70.29,0.08,0.24,0.27,0.65,54.6,3.8,83.99
1643,3,2023,7.28,8.32,0.81,58.25,0.06,0.22,0.66,0.6,84.47,7.15,88.62
1644,4,2022,4.73,7.05,0.58,81.31,0.49,0.14,0.39,0.28,88.55,8.7,45.83
1645,19,2021,7.87,4.87,0.39,51.58,0.96,0.46,0.14,0.39,77.54,8.51,58.15
1646,5,2024,7.9,8.43,0.11,57.06,0.43,-0.18,0.07,0.29,87.05,8.01,60.52
1647,19,2017,4.34,6.87,0.9,76.32,0.36,0.3,0.79,0.54,61.94,3.29,69.12
1648,19,2007,3.2,4.54,0.04,74.83,1.0,0.09,0.68,0.8,44.31,4.51,33.44
1649,8,2005,6.53,6.32,0.86,60.12,0.53,0.3,0.41,0.88,76.29,3.89,71.19
1650,16,2008,5.25,7.49,0.36,52.17,0.38,0.27,0.9,0.72,55.36,8.56,36.2
1651,8,2017,3.5,6.26,0.64,80.03,0.39,-0.19,0.41,0.48,86.65,7.49,86.46
1652,16,2021,6.54,8.35,0.92,60.98,0.19,-0.0,0.71,0.96,61.49,6.19,97.41
1653,7,2015,3.16,6.12,0.15,56.85,0.51,-0.07,0.91,0.56,80.24,8.88,50.28
1654,1,2006,7.35,6.92,0.57,68.06,0.44,-0.08,0.84,0.48,73.17,4.17,65.46
